"Plant.ID","Treatment","Population","GR","R2"
"Tray01_Mimiulus_D3_0.8","80%","B",19.5005535368756,0.971863286934479
"Tray01_Mimiulus_D2_0.8","80%","C",4.1245309123265,0.893411739968621
"Tray02_Mimiulus_D2_0.8","80%","G",13.57365060564,0.770879984755498
"Tray02_Mimiulus_D4_0.8","80%","E",15.2426519616283,0.913715022416812
"Tray02_Mimiulus_D3_0.8","80%","F",17.4793953533792,0.898591193415543
"Tray02_Mimiulus_D1_0.8","80%","H",15.2144985864908,0.920857573120019
"Tray03_Mimiulus_D4_0.8","80%","I",12.2504814191788,0.96855322296193
"Tray03_Mimiulus_D2_0.8","80%","K",9.11141740515165,0.865014389848457
"Tray03_Mimiulus_D1_0.8","80%","A",9.38135560029569,0.831453578836104
"Tray03_Mimiulus_D3_0.8","80%","J",14.0734256430264,0.951379982500961
"Tray04_Mimiulus_D2_0.8","80%","D",16.722376285396,0.946821742366672
"Tray04_Mimiulus_D1_0.8","80%","E",14.3586812036899,0.933452893475856
"Tray04_Mimiulus_D4_0.8","80%","B",11.1006355316593,0.917835522046242
"Tray05_Mimiulus_D1_0.8","80%","I",12.9763069637034,0.983988215001942
"Tray05_Mimiulus_D4_0.8","80%","F",19.4709325622799,0.981276109250537
"Tray05_Mimiulus_D3_0.8","80%","G",9.52809470696032,0.907331520944253
"Tray06_Mimiulus_D2_0.8","80%","A",5.07267770721949,0.812769754263521
"Tray06_Mimiulus_D4_0.8","80%","J",14.628938708576,0.972185182302423
"Tray06_Mimiulus_D3_0.8","80%","K",14.321634314453,0.929292609936293
"Tray07_Mimiulus_D2_0.8","80%","E",16.7424136721634,0.982376049341389
"Tray07_Mimiulus_D4_0.8","80%","C",7.0148063758581,0.878571019159737
"Tray07_Mimiulus_D3_0.8","80%","D",19.4536768710177,0.971719400439773
"Tray07_Mimiulus_D1_0.8","80%","F",14.867035367024,0.956271365957148
"Tray08_Mimiulus_D2_0.8","80%","I",11.3508141908849,0.704858345651955
"Tray08_Mimiulus_D4_0.8","80%","G",15.0729225398192,0.899042567215702
"Tray08_Mimiulus_D3_0.8","80%","H",6.01708757094014,0.753599790503921
"Tray08_Mimiulus_D1_0.8","80%","J",10.862861410955,0.944968034659525
"Tray09_Mimiulus_D4_0.8","80%","K",13.9517585448858,0.912182275651436
"Tray09_Mimiulus_D1_0.8","80%","C",7.2647798488092,0.936355662977145
"Tray09_Mimiulus_D3_0.8","80%","A",4.07289804259315,0.726629545268096
"Tray10_Mimiulus_D4_0.8","80%","D",17.5130069209247,0.815321893253077
"Tray11_Mimiulus_D2_0.8","80%","J",9.4346250487579,0.754920346941414
"Tray11_Mimiulus_D4_0.8","80%","H",8.73342534832338,0.739038617035537
